Nummer,German Sentiment Classification with BERT,German Sentiment Analysis,XMLRoBERTaGerman,textblob_de,NLTK Vader,spaCy,DistilBERT base uncased finetuned SST-2,bertweet,Twitter-roBERTa-base
1,-0.1796344928443431,0.2200055122375488,-0.0415757782757282,0.7,0.7901,0.375,0.9997453617834252,0.9905744025018066,0.983119938755408
2,0.3244243264198303,0.3157774806022644,0.0365881081670522,1.0,0.4173,0.0,0.9996653330599656,0.6152523383498192,0.7497022105380893
3,-0.9858425823040308,-0.7145516127347946,-0.9846386178396642,0.2333333333333333,-0.128,-0.3888888888888889,-0.9524464458227158,-0.959349736571312,-0.8790044412016869
4,-0.2608531638979912,0.143123060464859,-0.0078543573617935,1.0,0.6808,0.3452020202020202,0.9980263540055604,0.8634810233488679,0.6124391965568066
5,-0.0007907563995104,0.3255162537097931,0.0132554769515991,0.0,0.6369,0.5,0.9996543305460364,0.9906974211335182,0.9538781959563494
6,-0.6325740069150925,0.1693004518747329,-0.0432646721601486,0.0,0.1531,0.0,-0.9946956920903176,0.0504818249028176,0.0991631271317601
7,0.952448632568121,0.5372290760278702,0.994986561127007,0.425,0.862,0.2526666666666666,0.9997682363100466,0.9903924521058798,0.985474207205698
8,-0.9884068528190256,-0.3685591146349907,-0.9064919874072076,0.0,0.0,0.0,-0.998646989755798,-0.9555080011487008,-0.7029942814260721
9,-0.908173955976963,0.2334226667881012,0.966725703328848,0.0,0.2732,0.0,0.9996981385775144,0.8439761016052216,0.9409052687697111
10,-0.9453403800725936,-0.7061480954289436,-0.8389255255460739,-1.0,-0.5267,-0.7999999999999999,-0.9994224246183876,-0.9707659853156656,-0.8343645790591836
11,0.8851942792534828,0.6813376247882843,0.7470074594020844,0.25,0.9009,0.3,0.9965063640847802,0.985232760431245,0.9504245705902576
12,-0.0009534645942039,-0.0600967928767204,-0.0001386193471262,0.0,0.1531,0.0666666666666666,-0.9983279610751196,0.1429850459098816,-0.4014590643346309
13,-0.001994113146793,0.1210218667984008,-0.0003082524635829,0.0,0.0,0.0,-0.9972531306557356,0.0139833153225481,0.0173117266967892
14,-0.0091175064444541,0.3077440857887268,0.9913145506288856,0.2333333333333333,0.9392,0.4166666666666667,0.9996602597093442,0.9895936956163496,0.9850276198703796
15,-0.9838932859711348,-0.3366198465228081,-0.0438221544027328,0.35,0.3476,0.0481481481481481,-0.9989658150589094,-0.7432206505909562,-0.5481825172901154
16,0.9984832950285636,-0.0347968339920043,0.9972281730733812,0.925,0.5411,0.0,-0.5566554069519043,0.9877458906266838,0.9344450430944562
17,0.9501468650996684,0.4338836073875427,0.9753516968339682,0.0,0.8016,0.7125,0.9997718685190192,0.9895498962141572,0.9686136692762376
18,-0.8312481418251991,-0.3651243150234222,-0.2854542136192322,0.0,-0.1076,0.15,-0.997280475217849,-0.8687988570891321,-0.3730738759040832
19,-0.015131521038711,0.0300333797931671,0.9376049283891916,-0.15,0.505,0.0666666666666667,0.9973404165357352,0.97573293116875,0.921542319469154
20,-0.021706168889068,-0.6520544588565826,-0.9775135980453342,0.0,-0.5994,0.1071428571428571,-0.9971014300826936,-0.9741995208896695,-0.9264307152479888
21,-0.992535746190697,-0.7120076268911362,-0.9001484895125031,0.0,-0.5859,-0.5,-0.9991732876515016,-0.9495137094054372,-0.8841117448173463
22,-0.0045718138571828,0.158323124051094,-0.0050412584096193,0.0,-0.4767,0.0,-0.9585551507771016,-0.2300872425548732,0.0947066433727741
23,-0.9927607881836592,-0.7615547627210617,-0.9979090151609852,-0.7,-0.4391,-0.65,-0.9995988093287452,-0.9688067662063986,-0.935013948008418
24,0.9167437478899956,0.7784891426563263,0.5336716324090958,0.85,0.743,0.0,0.9986131690093316,0.9897955576889216,0.9745921078138052
25,-0.3367589563131332,-0.2361827939748764,-0.0608135759830474,0.6666666666666666,0.0772,0.154,-0.9954964271746576,-0.7861880445852876,-0.7669779788702726
26,0.999615508277202,0.0885007977485656,0.9978984167682938,0.425,0.9042,0.42,0.9997332028433448,0.9877476781839504,0.4140337705612182
27,-0.0841576196253299,-0.6034036129713058,-0.7942746672779322,0.85,-0.505,0.0266666666666666,0.4036850929260254,-0.9705691882409156,-0.8885338800027966
28,-0.0530022978782653,-0.5532960146665573,-0.4707968970760703,0.0,-0.1531,0.3066666666666667,0.9751476254314184,-0.1021065637469291,-0.4158617332577705
29,0.9682590588927268,0.4436605721712112,0.7818112820386887,0.35,0.8402,0.4583333333333333,0.999753008436528,0.9907090823398904,0.9738983381539584
30,-0.7303451597690582,0.0116549134254455,-0.032233003526926,0.075,0.3612,0.1,-0.965164478868246,0.1209776001051068,0.3331692665815353
31,0.8613708317279816,0.4580471664667129,0.7224353849887848,0.0,0.0,0.0,0.020803689956665,0.990292904083617,0.9831422455608844
32,-0.0078346068039536,-0.1340627074241638,-0.0003365293960087,0.0,0.0,0.375,-0.9980694751720876,-0.1662792889401316,-0.6123654106631875
33,0.948737308382988,0.1943772435188293,0.8433078527450562,0.7,0.7777,0.195,0.9996458165551304,0.987817498971708,0.964322398416698
34,-5.555725238082232e-06,-0.2050441727042198,-0.0008082099084276,0.0,-0.3167,0.05,-0.9640810936689376,-0.5196542665362358,-0.7065208228304982
35,-0.0030570714734494,-0.8037272542715073,-0.2230442520231008,-1.0,-0.5719,-1.0,-0.9992743092007004,-0.9757188255898654,-0.9188236845657228
36,0.988633775152266,0.5264009982347488,0.9579296382144094,0.3333333333333333,0.3987,0.5666666666666667,0.9994711017643568,0.9902990227565168,0.9707540553063154
37,-0.0018289658473804,-0.572248287498951,-0.5871135592460632,0.0,0.0572,-0.1666666666666666,-0.9993908694013952,-0.8940256447531283,-0.7513517141342163
38,0.3409371525049209,-0.0892994105815887,-0.8437614273279905,0.0,0.0,-0.2125,-0.9986852972651832,-0.0346072297543287,-0.0041590705513954
39,-0.899405999109149,-0.625352144241333,-0.9879878256469964,0.85,-0.5975,-0.5,-0.9550872687250376,-0.9036145394202322,-0.8075823076069355
40,-0.0023847648408263,0.1000576168298721,0.0002251731348223,-0.7,0.3818,0.0533333333333333,0.9991785286110826,0.971569246146828,0.9437557752244174
41,-0.972632335498929,0.7597348839044571,0.9861963880248368,1.0,0.4767,0.75,0.5926336944103241,0.9888893687166274,0.9787583311554044
42,-0.995565127581358,-0.5638418346643448,-0.964793784543872,-0.85,-0.2617,-0.1333333333333333,-0.9994942308403552,-0.9702864375431092,-0.8962250193580985
43,-0.8771936856210232,0.0868518948554992,-0.0035987086594104,0.95,0.8654,0.2416666666666666,0.8137118443846703,0.3906754339113831,0.5549015775322914
44,-0.1635773815214634,-0.5911357924342155,-0.0152575557585805,-1.0,-0.4391,0.0714285714285714,-0.917649656534195,-0.905289608053863,-0.8010202599689364
45,-0.0405377931892871,0.408494308590889,0.9601512486115098,0.0,0.722,0.375,0.99974651967932,0.9896617911290376,0.9744983445852996
46,-0.0195893738418817,-0.3255836218595505,-0.072192158550024,0.0,-0.3843,-0.1291666666666666,0.0663967430591583,-0.9202596829272808,-0.7350790277123451
47,-0.8774596005678177,-0.6668245792388916,-0.994769147830084,-1.0,0.4966,0.0166666666666666,0.286529004573822,-0.9739959589205682,-0.7295442335307598
48,-0.4526315256953239,0.0655441582202911,0.1072664447128772,1.0,0.4404,0.7,0.9996919531549792,0.9719061582582073,0.8687950931489468
49,-0.1306531876325607,-0.5158732086420059,-0.0211207866668701,-0.15,-0.7003,0.1166666666666666,-0.8568593636155128,-0.9231292027980088,-0.8177048098295927
50,0.9598106686025858,0.5457989275455475,0.9144899686798452,0.0,0.6792,0.325,0.9997460660524666,0.9903054113965482,0.9779036764521152
51,-0.0009293426410295,0.0161029994487762,-0.0098200570791959,0.0,0.2716,0.3333333333333333,-0.9599390905350448,0.3139629466459155,0.3036832585930824
52,-0.0324008092284202,0.2357994318008422,0.6226502656936646,0.35,0.5358,0.0,0.9996133688109694,0.9846024005673826,0.8709861598908901
53,-0.0054780559148639,-0.6576433554291725,-0.9558029137551785,0.0,0.0,0.1,-0.9365692883729936,-0.8349894322454929,-0.9126270692795516
54,-0.9818083960562944,-0.7810476049780846,-0.9359380379319192,-1.0,-0.7713,-0.6047619047619048,-0.9994388532650192,-0.977087407372892,-0.9295624550431968
55,-0.0009607091778889,-0.1251182109117508,-0.665039423853159,0.0,0.0,0.0,-0.9993338172789664,-0.5714736161753535,-0.3691835254430771
56,-0.9651690516620874,-0.5049532055854797,-0.0270657306537032,0.0,-0.4404,-0.0736111111111111,-0.994892633287236,-0.944343598326668,-0.8604962704703212
57,-0.0174202248454093,-0.6381068453192711,-0.8040289953351021,0.0,0.1815,0.0777777777777777,-0.9967368636280298,-0.8098355531692505,-0.7331873178482056
58,-0.0082078762352466,-0.020481988787651,-0.2950288653373718,0.0,0.0,0.0,0.9828282622620464,0.0510999811813235,0.1337925195693969
59,-0.0120128020644187,-0.0983885377645492,-0.0176849991548806,0.0,0.6249,0.0404761904761904,-0.9978113169781864,-0.4847603654488921,-0.4300382360816002
60,-0.0279418844729661,0.0286405235528945,-1.5797886590007693e-05,0.0,0.4404,0.3333333333333333,-0.9901192127726972,0.2345448173582554,0.3609338104724884
61,-0.9385593328624964,0.2486606538295745,-0.40721495449543,0.0,0.0,0.0,0.9095484651625156,0.5415033525787294,0.615110669285059
62,0.8003262728452682,0.4695463329553604,0.1614771783351898,1.0,0.8683,0.575,0.999752799340058,0.9886144255287944,0.9753860249184072
63,0.9531564824283124,0.462642177939415,0.9977355628507212,0.6666666666666666,0.9194,0.4425,0.9994951776170636,0.9902577300090344,0.985296999104321
64,0.942557530477643,0.044366106390953,0.7953681256622076,0.35,0.7964,0.275,0.9976419942686334,0.923650314565748,0.4069098830223083
65,-9.201661214319756e-06,-0.6199154183268547,-0.002437817514874,-1.0,-0.4939,0.0,-0.9994064853235614,-0.963010882260278,-0.9247908596880734
66,-0.0232565496116876,-0.6725963279604912,-0.5943639650940895,0.0,-0.3612,0.2,-0.9952633851207792,-0.9300802950747312,-0.809989140368998
67,0.977409290149808,0.4025828093290329,0.9808428045362234,0.8999999999999999,0.8682,0.421875,0.9996236024453538,0.9906594089698046,0.973953437525779
68,-0.0001829233879107,-0.2248978167772293,-0.5594087317585945,-0.05,-0.5106,0.0172619047619047,-0.9920570254325868,0.0019562169909477,-0.5285170264542103
69,-0.9667030163109304,-0.7351507917046547,-0.6316753840073943,0.0,0.0,-0.1,-0.9966110800160096,-0.7892585177905858,-0.5439759595319629
70,-0.9806453017517924,-0.5517290830612183,-0.9046589583158492,0.0,0.0,-0.3,-0.9996100723365088,-0.9676003912463784,-0.6343892700970173
71,-0.949093796312809,-0.6645572483539581,-0.990124587668106,-0.5,-0.4767,-0.575,-0.999029846774647,-0.9641947606578468,-0.9259105934761463
72,-0.0036135130794718,-0.2243282571434974,-5.744580994360149e-05,0.7,0.5106,0.2,-0.9935161198955028,-0.0541702136397361,-0.0678639449179172
73,-0.9932531821541488,0.0563912987709045,-0.9318306520581244,0.0,0.4574,0.1175,0.9681435748934746,0.1586241722106933,-0.3364127725362777
74,-0.6580850835889578,-0.65177883207798,-0.9528199657797812,-1.0,-0.1531,-0.5,-0.9917891137301922,-0.9512210884131492,-0.8838600981980562
75,-0.8935852013528347,-0.5801896527409554,-0.1699735634028911,0.35,-0.296,0.4,0.994228387484327,-0.9769672346301376,-0.9234162992797792
76,-0.9933096792083234,-0.7166784703731537,-0.9824680187739432,0.35,0.5719,0.125,-0.9964453136781232,-0.9752850797958672,-0.9316883641295136
77,-0.8442849889397621,-0.6103919968008995,-0.981182986870408,-0.075,-0.867,0.0028571428571428,-0.999361765338108,-0.9691119471099228,-0.9003352019935846
78,0.9692985201254488,0.0694726407527923,0.8212956562638283,0.0,0.8057,0.3333333333333333,0.9991039821179584,0.9907314828597008,0.9859449209179728
79,-0.0272074453532695,-0.5189360976219177,-0.1749168410897255,0.85,0.5994,0.0187499999999999,-0.9976110262796284,-0.6122169159352779,-0.6982133984565735
80,-0.0075959712266922,-0.1735574305057525,-5.629485531244427e-05,0.0,0.0,0.0,0.8317597731947899,0.2461824407801032,0.071615345776081
81,0.0084700118750333,0.2174888402223587,0.9816292603500189,0.85,0.4927,0.2989285714285714,0.999595768385916,0.9901956155663356,0.9735109817702324
82,-0.9851865121163428,-0.6076110154390335,-0.9924327231710776,-0.05,-0.7761,-0.123469387755102,-0.9994170247518924,-0.9731383682228624,-0.8843687195330858
83,0.944140113890171,0.4578979313373565,-0.0003033890388906,0.5,0.9005,0.5875,-0.1650599837303161,0.986003335681744,0.9642611611634492
84,0.8568325936794281,-0.5211026668548584,-0.1771153509616851,-0.175,0.4019,0.0,-0.9982796332915314,-0.9603225679602474,-0.8893076758831739
85,-0.0206718984991312,-0.6426045298576355,-0.9952547756256536,0.7,0.0,0.0,-0.9946428306866436,-0.8752187313511968,-0.7840765621513128
86,-0.9878604453988372,-0.2832449972629547,-0.9801437226124108,0.2333333333333333,-0.3804,-0.0571428571428571,-0.9890651358291508,-0.9787695920094848,-0.9418811365030706
87,0.9617315456271172,-0.4109864234924316,-0.9374317117035388,-1.0,-0.4767,-0.6499999999999999,-0.9995011454157066,-0.9600140089169144,-0.5550042912364006
88,-0.789788730442524,-0.7411860749125481,-0.4833160787820816,-1.0,-0.4588,-0.1,-0.9975218992913142,-0.975818497594446,-0.9369391798973083
89,0.9754810966551304,0.5882707387208939,0.9852154701948166,0.7,0.6588,1.0,0.9997434920660452,0.9878007513470948,0.9595957873389124
90,0.7847084328532219,0.2884542942047119,0.0006159167387522,0.7999999999999999,0.5859,0.3,0.99977141283307,0.8699765871278942,0.92521882802248
91,-0.0040201107040047,0.0140173137187957,0.0015912370290607,0.425,0.9001,0.09,0.9580608941614628,0.9129836126230656,0.7204207591712475
92,-0.9349468275904655,0.5213588327169418,0.3173162937164306,0.175,0.3274,0.0,0.988488501869142,-0.6036539115011692,0.1358523964881897
93,-0.0591273787431418,-0.6594717651605606,-0.3954647928476333,0.2333333333333333,-0.636,-0.25,-0.9983379431068896,-0.9630302840378137,-0.8607701221480966
94,-0.8798167165368795,-0.537487119436264,-0.0133309355005621,0.0,-0.3818,0.0,-0.9957341940607876,-0.893126962473616,-0.807054496370256
95,-0.0034087976673617,0.0681469291448593,-0.01578602893278,0.0,0.2235,0.0,-0.99157182732597,-0.012351918965578,-0.0417940467596054
96,-0.8723740335553885,-0.2680101841688156,-0.9411708880215884,-0.175,0.0951,0.125,-0.9964156532660128,-0.8565220898017287,-0.8151837550103664
97,-0.0007477685576304,-0.1825012490153312,6.216345354914665e-06,1.0,0.8074,0.05,-0.8931858465075493,0.031054095365107,0.072584368288517
98,-0.0409771669656038,-0.518916592001915,-0.1368644386529922,0.0,-0.6677,-0.6,-0.3085062503814697,-0.9635556202847512,-0.8254547687247396
99,0.9648889685049652,0.241858884692192,0.9619407020509244,0.7,0.7845,0.3333333333333333,0.9986633228254505,0.9875838274601848,0.9409412699751556
100,-0.0088739246129989,0.6525098532438278,0.0627789292484521,1.0,0.8442,1.0,0.9991832614468876,0.9837180849863216,0.9738051639869808
